syft	1.49.0+ds-0kali1	amd64
systemd	261.2-1	amd64
sysvinit-utils	3.18-1	amd64
tar	1.35+dfsg-5	amd64
testssl.sh	3.2.4+dfsg-2	all
theharvester	4.11.1-0kali1	all
trivy	0.66.0-0kali1	amd64
tzdata	2026c-1	all
ucf	3.0056	all
uro	1.0.2-0kali1	all
util-linux	2.42.2-2	amd64
wafw00f	2.4.2-1	all
wfuzz	3.1.0-6	all
wget	1.25.0-3	amd64
whatweb	0.6.4-1	all
whois	5.6.6	amd64
wpscan	4.1.0-0kali1	all
x11-common	1:7.7+26	all
zlib1g	1:1.3.dfsg+really1.3.2-3	amd64
